Unnamed: 0,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
152,152,https://www.goodreads.com/book/show/58769584-a-girl-called-samson,A Girl Called Samson,Amy Harmon,Historical Fiction,English,4.49,46693.0,"April 1, 2023",405.0,10700.0,44900.0
153,154,https://www.goodreads.com/book/show/123027751-six-scorched-roses,Six Scorched Roses,Carissa Broadbent,Fantasy,English,4.26,99910.0,"March 21, 2023",187.0,4849.0,127000.0
154,155,https://www.goodreads.com/book/show/61767163-the-last-word,The Last Word,Taylor Adams,Thriller,English,3.7,68681.0,"April 25, 2023",337.0,2373.0,110000.0
155,156,https://www.goodreads.com/book/show/60473073-pageboy,Pageboy,Elliot Page,Nonfiction,English,3.74,66650.0,"June 6, 2023",271.0,4502.0,82900.0
156,157,https://www.goodreads.com/book/show/195015128-if-only-you,If Only You,Chloe Liese,Romance,English,4.03,18955.0,"April 11, 2023",384.0,338.0,33600.0
157,158,https://www.goodreads.com/book/show/64395170-thorne-princess,Thorne Princess,L.J. Shen,Romance,English,3.87,17400.0,"January 12, 2023",452.0,3867.0,19100.0
158,159,https://www.goodreads.com/book/show/149131106-my-billionaire-grump,My Billionaire Grump,Camilla Isley,Romance,English,3.07,2522.0,"May 5, 2023",115.0,449.0,3094.0
159,160,https://www.goodreads.com/book/show/63946934-the-bookbinder,The Bookbinder,Pip Williams,Historical Fiction,English,4.06,25986.0,"March 28, 2023",437.0,2898.0,87300.0
160,161,https://www.goodreads.com/book/show/62039166-the-bee-sting,The Bee Sting,Paul Murray,Fiction,English,3.93,79638.0,"June 8, 2023",656.0,21400.0,236000.0
161,162,https://www.goodreads.com/book/show/29227774-light-bringer,Light Bringer,Pierce Brown,Science Fiction,English,4.75,56580.0,"July 25, 2023",682.0,4538.0,106000.0
162,163,https://www.goodreads.com/book/show/63028719-the-sun-and-the-star,The Sun and the Star: A Nico di Angelo Adventure,Rick Riordan,Fantasy,English,4.23,44443.0,"May 2, 2023",480.0,5384.0,53700.0
163,164,https://www.goodreads.com/book/show/89144437-the-spirit-bares-its-teeth,The Spirit Bares Its Teeth,Andrew Joseph White,Horror,English,4.49,11508.0,"September 5, 2023",399.0,848.0,44400.0
164,165,https://www.goodreads.com/book/show/61423072-queen-charlotte,Queen Charlotte,Julia Quinn,Romance,English,4.16,36296.0,"May 9, 2023",352.0,3047.0,43900.0
165,166,https://www.goodreads.com/book/show/125415575-unnatural-death,Unnatural Death,Patricia Cornwell,Mystery,English,3.97,15988.0,"November 23, 2023",432.0,2753.0,9993.0
166,167,https://www.goodreads.com/book/show/62873999-translation-state,Translation State,Ann Leckie,Science Fiction,English,4.07,13462.0,"June 6, 2023",422.0,1442.0,38500.0
167,168,https://www.goodreads.com/book/show/123764393-linghun,Linghun,Ai Jiang,Horror,English,3.92,2202.0,"April 4, 2023",178.0,74.0,8386.0
168,169,https://www.goodreads.com/book/show/75607709-lore-olympus,Lore Olympus: Volume Five,Rachel Smythe,Graphic Novels,English,4.46,24466.0,"October 3, 2023",400.0,255.0,11500.0
169,170,https://www.goodreads.com/book/show/101144869-the-long-game,The Long Game,Elena Armas,Romance,English,3.57,79591.0,"September 5, 2023",373.0,4765.0,150000.0
170,171,https://www.goodreads.com/book/show/61244268-godkiller,Godkiller,Hannah Kaner,Fantasy,English,3.89,41512.0,"January 19, 2023",304.0,5000.0,121000.0
171,172,https://www.goodreads.com/book/show/61964751-the-secret-book-of-flora-lea,The Secret Book of Flora Lea,Patti Callahan Henry,Historical Fiction,English,4.06,65964.0,"May 2, 2023",355.0,4095.0,125000.0
172,173,https://www.goodreads.com/book/show/157184735-rouge,Rouge,Mona Awad,Horror,English,3.54,34137.0,"September 12, 2023",383.0,3660.0,122000.0
173,174,https://www.goodreads.com/book/show/59406591-painted-devils,Painted Devils,Margaret Owen,Fantasy,English,4.26,6023.0,"May 16, 2023",512.0,340.0,23900.0
174,175,https://www.goodreads.com/book/show/60636985-horses-of-fire,Horses of Fire,A.D. Rhine,Mythology,English,4.14,881.0,"July 18, 2023",560.0,143.0,14900.0
175,176,https://www.goodreads.com/book/show/59366256-collateral-damage,Collateral Damage,J.A. Jance,Mystery,English,4.28,5040.0,"March 14, 2023",320.0,617.0,3839.0
176,177,https://www.goodreads.com/book/show/60531410-the-frugal-wizard-s-handbook-for-surviving-medieval-england,The Frugal Wizard’s Handbook for Surviving Medieval England,Brandon Sanderson,Fantasy,English,3.77,53734.0,"July 27, 2023",399.0,3273.0,49600.0
177,178,https://www.goodreads.com/book/show/61111253-symphony-of-secrets,Symphony of Secrets,Brendan Slocumb,Fiction,English,4.27,14812.0,"April 18, 2023",448.0,1071.0,37600.0
178,179,https://www.goodreads.com/book/show/60439686-miss-newbury-s-list,Miss Newbury's List,Megan Walker,Romance,English,4.08,4186.0,"February 7, 2023",368.0,170.0,7827.0
179,179,https://www.goodreads.com/book/show/101404407-absolution,Absolution,Alice McDermott,Historical Fiction,English,3.79,22373.0,"October 31, 2023",324.0,3743.0,45400.0
180,181,https://www.goodreads.com/book/show/60679392-i-keep-my-exoskeletons-to-myself,I Keep My Exoskeletons to Myself,Marisa Crane,Science Fiction,English,3.92,6587.0,"January 17, 2023",352.0,366.0,49400.0
181,182,https://www.goodreads.com/book/show/61423989-a-fever-in-the-heartland,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,Nonfiction,English,4.37,35003.0,"April 4, 2023",432.0,4866.0,109000.0
182,183,https://www.goodreads.com/book/show/63214619-a-kingdom-of-venom-and-vows,A Kingdom of Venom and Vows,Holly Renee,Fantasy,English,3.52,24183.0,"March 23, 2023",314.0,2495.0,22000.0
183,184,https://www.goodreads.com/book/show/60784305-untethered-sky,Untethered Sky,Fonda Lee,Fantasy,English,3.89,9781.0,"April 11, 2023",150.0,269.0,35600.0
184,184,https://www.goodreads.com/book/show/62061535-twin-truths,Twin Truths,Jacqueline Sutherland,Thriller,English,4.1,142.0,"March 16, 2023",304.0,7.0,261.0
185,186,https://www.goodreads.com/book/show/61420120-natural-beauty,Natural Beauty,Ling Ling Huang,Horror,English,3.8,15676.0,"April 4, 2023",272.0,620.0,73600.0
186,187,https://www.goodreads.com/book/show/62804258-the-brothers-hawthorne,The Brothers Hawthorne,Jennifer Lynn Barnes,Mystery,English,3.93,112568.0,"August 29, 2023",480.0,13400.0,214000.0
187,188,https://www.goodreads.com/book/show/123237482-dark-woods-deep-water,"Dark Woods, Deep Water",Jelena Dunato,Fantasy,English,3.77,346.0,"September 19, 2023",321.0,27.0,6101.0
188,189,https://www.goodreads.com/book/show/122495892-meet-your-match,Meet Your Match,Kandi Steiner,Sports Romance,English,3.97,22789.0,"July 7, 2023",368.0,4528.0,27900.0
189,190,https://www.goodreads.com/book/show/63095160-the-temporary-wife,The Temporary Wife,Catharina Maura,Romance,English,4.04,58529.0,"February 3, 2023",384.0,13000.0,43100.0
190,191,https://www.goodreads.com/book/show/61273768-pomegranate,Pomegranate,Helen Elaine Lee,Fiction,English,4.03,3132.0,"April 11, 2023",352.0,547.0,22200.0
191,191,https://www.goodreads.com/book/show/61137055-critical-threat,Critical Threat,Lynette Eason,Christian Fiction,English,4.43,3011.0,"January 3, 2023",304.0,220.0,4495.0
192,193,https://www.goodreads.com/book/show/59917933-the-blue-bar,The Blue Bar,Damyanti Biswas,Mystery,English,3.72,4513.0,"January 1, 2023",395.0,4148.0,19200.0
193,193,https://www.goodreads.com/book/show/60833946-you-must-remember-this,You Must Remember This,Kat Rosenfield,Mystery,English,3.5,4215.0,"January 10, 2023",320.0,338.0,21300.0
194,195,https://www.goodreads.com/book/show/61245825-the-last-lifeboat,The Last Lifeboat,Hazel Gaynor,Historical Fiction,English,4.32,7105.0,"June 13, 2023",416.0,498.0,18900.0
195,196,https://www.goodreads.com/book/show/63368678-blood-of-my-monster,Blood of My Monster,Rina Kent,Romance,English,4.18,45876.0,"January 26, 2023",349.0,4687.0,51900.0
196,196,https://www.goodreads.com/book/show/62039291-king,King: A Life,Jonathan Eig,Biography,English,4.66,8565.0,"May 16, 2023",688.0,2192.0,48500.0
197,198,https://www.goodreads.com/book/show/60784729-biography-of-x,Biography of X,Catherine Lacey,Fiction,English,3.84,12343.0,"March 21, 2023",416.0,1876.0,56600.0
198,199,https://www.goodreads.com/book/show/60753741-sleep-no-more,Sleep No More,Jayne Ann Krentz,Romance,English,3.9,6921.0,"January 3, 2023",332.0,1179.0,3235.0
199,199,https://www.goodreads.com/book/show/61812836-crook-manifesto,Crook Manifesto,Colson Whitehead,Fiction,English,3.87,17143.0,"July 18, 2023",336.0,3519.0,44000.0
200,201,https://www.goodreads.com/book/show/75513900-powerless,Powerless,Lauren Roberts,Fantasy,English,4.19,498292.0,"January 31, 2023",523.0,47800.0,889000.0
201,202,https://www.goodreads.com/book/show/61137156-the-rose-and-the-thistle,The Rose and the Thistle,Laura Frantz,Historical Fiction,English,4.16,2558.0,"January 1, 2023",416.0,453.0,9151.0
202,202,https://www.goodreads.com/book/show/61885098-identity,Identity,Nora Roberts,Romance,English,4.31,59905.0,"May 23, 2023",437.0,7338.0,36900.0
203,204,https://www.goodreads.com/book/show/123255391-the-graham-effect,The Graham Effect,Elle Kennedy,Romance,English,4.2,168656.0,"October 31, 2023",498.0,10100.0,145000.0
204,205,https://www.goodreads.com/book/show/60784616-make-a-wish,Make a Wish,Helena Hunting,Romance,English,3.7,8274.0,"January 24, 2023",368.0,247.0,20800.0
205,206,https://www.goodreads.com/book/show/61883167-return-to-satterthwaite-court,Return to Satterthwaite Court,Mimi Matthews,Historical Romance,English,4.13,2090.0,"April 11, 2023",285.0,157.0,1280.0
206,207,https://www.goodreads.com/book/show/61111274-hijab-butch-blues,Hijab Butch Blues,Lamya H.,Memoir,English,4.48,13552.0,"February 7, 2023",284.0,753.0,46300.0
207,208,https://www.goodreads.com/book/show/59952867-the-survivalists,The Survivalists,Kashana Cauley,Fiction,English,2.93,3982.0,"January 10, 2023",288.0,588.0,23700.0
208,209,https://www.goodreads.com/book/show/139399948-the-running-grave,The Running Grave,Robert Galbraith,Mystery,English,4.6,88983.0,"September 26, 2023",960.0,6681.0,24100.0
209,210,https://www.goodreads.com/book/show/80340956-crossed,Crossed,Emily McIntire,Romance,English,3.72,50328.0,"August 1, 2023",418.0,5247.0,118000.0
210,210,https://www.goodreads.com/book/show/123226695-the-secret,The Secret,Lee Child,Thriller,English,4.08,50348.0,"October 24, 2023",292.0,7482.0,24200.0
211,212,https://www.goodreads.com/book/show/70584063-the-longmire-defense,The Longmire Defense,Craig Johnson,Mystery,English,4.56,9042.0,"September 5, 2023",368.0,992.0,2874.0
212,212,https://www.goodreads.com/book/show/60392079-how-can-i-help-you,How Can I Help You,Laura Sims,Thriller,English,3.42,13149.0,"July 18, 2023",256.0,868.0,29000.0
213,214,https://www.goodreads.com/book/show/138358709-a-ship-of-bones-teeth,A Ship of Bones & Teeth,Karina Halle,Fantasy,English,3.79,16681.0,"May 25, 2023",442.0,2683.0,38300.0
214,215,https://www.goodreads.com/book/show/63946938-the-wake-up-call,The Wake-Up Call,Beth O'Leary,Romance,English,3.56,40044.0,"September 26, 2023",356.0,2453.0,49700.0
215,216,https://www.goodreads.com/book/show/123036004-the-berry-pickers,The Berry Pickers,Amanda Peters,Fiction,English,4.12,141183.0,"April 4, 2023",307.0,11000.0,240000.0
216,217,https://www.goodreads.com/book/show/61434791-twisted,Twisted,Emily McIntire,Fantasy,English,3.87,86342.0,"February 7, 2023",366.0,6851.0,148000.0
217,218,https://www.goodreads.com/book/show/62196151-the-forbidden-wolf-king,The Forbidden Wolf King,Leia Stone,Fantasy,English,4.13,7546.0,"July 29, 2023",319.0,1279.0,12900.0
218,219,https://www.goodreads.com/book/show/179940689-agent-gatz,Agent Gatz: A Great Gatsby Prequel,R.M. Spencer,Mystery,English,4.1,108.0,"September 12, 2023",330.0,12.0,9398.0
219,219,https://www.goodreads.com/book/show/195815914-the-last-interview-of-ada-fenn,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
220,221,https://www.goodreads.com/book/show/63259254-the-attic-at-wilton-place,The Attic at Wilton Place,C.E. Rose,Thriller,English,3.64,302.0,"March 30, 2023",398.0,18.0,400.0
221,222,https://www.goodreads.com/book/show/60965426-the-creative-act,The Creative Act: A Way of Being,Rick Rubin,Nonfiction,English,4.03,50449.0,"January 17, 2023",406.0,20900.0,161000.0
222,223,https://www.goodreads.com/book/show/61685822-monsters,Monsters: A Fan's Dilemma,Claire Dederer,Nonfiction,English,3.76,15024.0,"April 25, 2023",257.0,2014.0,47300.0
223,224,https://www.goodreads.com/book/show/63214019-looking-glass-sound,Looking Glass Sound,Catriona Ward,Horror,English,3.48,14333.0,"August 8, 2023",400.0,842.0,44100.0
224,225,https://www.goodreads.com/book/show/63272876-orphia-and-eurydicius,Orphia and Eurydicius,Elyse John,Mythology,English,3.52,1159.0,"May 1, 2023",400.0,255.0,16600.0
225,226,https://www.goodreads.com/book/show/61153745-on-the-savage-side,On the Savage Side,Tiffany McDaniel,Fiction,English,4.06,8010.0,"February 14, 2023",464.0,583.0,54800.0
226,226,https://www.goodreads.com/book/show/60581370-the-jasad-heir,The Jasad Heir,Sara Hashem,Fantasy,English,3.97,17166.0,"July 18, 2023",523.0,1673.0,104000.0
227,228,https://www.goodreads.com/book/show/62806709-camp-damascus,Camp Damascus,Chuck Tingle,Horror,English,3.91,17931.0,"July 18, 2023",250.0,993.0,45000.0
228,229,https://www.goodreads.com/book/show/60784756-the-wonder-paradox,The Wonder Paradox: Embracing the Weirdness of Existence and the Poetry of Our Lives,Jennifer Michael Hecht,Poetry,English,3.99,160.0,"March 7, 2023",368.0,76.0,3379.0
229,230,https://www.goodreads.com/book/show/61391802-white-cat-black-dog,"White Cat, Black Dog: Stories",Kelly Link,Short Stories,Unknown,3.83,6396.0,"March 28, 2023",272.0,993.0,19200.0
230,230,https://www.goodreads.com/book/show/65213543-bookshops-bonedust,Bookshops & Bonedust,Travis Baldree,Fantasy,English,4.16,76204.0,"November 7, 2023",336.0,5746.0,137000.0
231,230,https://www.goodreads.com/book/show/65214566-payback-in-death,Payback in Death,J.D. Robb,Mystery,English,4.47,22585.0,"September 5, 2023",368.0,2606.0,11200.0
232,233,https://www.goodreads.com/book/show/62039276-fancy-bear-goes-phishing,"Fancy Bear Goes Phishing: The Dark History of the Information Age, in Five Extraordinary Hacks",Scott J. Shapiro,Nonfiction,English,3.96,1541.0,"May 23, 2023",420.0,377.0,5669.0
233,233,https://www.goodreads.com/book/show/60864807-encore-in-death,Encore in Death,J.D. Robb,Mystery,English,4.4,23285.0,"February 7, 2023",375.0,2753.0,8874.0
234,235,https://www.goodreads.com/book/show/63836013-baking-yesteryear,Baking Yesteryear: The Best Recipes from the 1900s to the 1980s,B. Dylan Hollis,Cookbooks,English,4.47,3299.0,"July 25, 2023",256.0,567.0,18000.0
235,236,https://www.goodreads.com/book/show/43606308-defiant,Defiant,Brandon Sanderson,Science Fiction,English,4.33,28712.0,"November 21, 2023",420.0,2334.0,36900.0
236,236,https://www.goodreads.com/book/show/61111246-victory-city,Victory City,Salman Rushdie,Fantasy,English,3.79,12423.0,"February 7, 2023",336.0,2383.0,59000.0
237,236,https://www.goodreads.com/book/show/60588456-the-maid-s-diary,The Maid's Diary,Loreth Anne White,Thriller,English,4.23,89538.0,"March 1, 2023",369.0,20200.0,130000.0
238,239,https://www.goodreads.com/book/show/123244793-runaway-love,Runaway Love,Melanie Harlow,Romance,English,4.09,39572.0,"May 4, 2023",402.0,4698.0,38500.0
239,239,https://www.goodreads.com/book/show/61273342-camp-zero,Camp Zero,Michelle Min Sterling,Science Fiction,English,3.21,19341.0,"March 30, 2023",304.0,1443.0,53800.0
240,241,https://www.goodreads.com/book/show/58675447-the-last-heir-to-blackwood-library,The Last Heir to Blackwood Library,Hester Fox,Historical Fiction,English,3.37,14418.0,"April 4, 2023",320.0,1303.0,36000.0
241,242,https://www.goodreads.com/book/show/62313333-the-benevolent-society-of-ill-mannered-ladies,The Benevolent Society of Ill-Mannered Ladies,Alison Goodman,Historical Fiction,English,4.18,13477.0,"May 30, 2023",452.0,1181.0,25300.0
242,242,https://www.goodreads.com/book/show/78441449-judgment-prey,Judgment Prey,John Sandford,Mystery,English,4.36,24736.0,"October 3, 2023",395.0,3061.0,2933.0
243,244,https://www.goodreads.com/book/show/64623481-the-september-house,The September House,Carissa Orlando,Horror,English,3.9,60549.0,"September 5, 2023",352.0,3332.0,162000.0
244,245,https://www.goodreads.com/book/show/63833664-after-that-night,After That Night,Karin Slaughter,Thriller,English,4.26,56884.0,"June 22, 2023",432.0,4939.0,71300.0
245,246,https://www.goodreads.com/book/show/107526261-teen-titans,Teen Titans: Robin,Kami Garcia,Graphic Novels,English,4.09,5563.0,"March 7, 2023",196.0,106.0,6224.0
246,246,https://www.goodreads.com/book/show/60831918-dust-child,Dust Child,Nguyễn Phan Quế Mai,Historical Fiction,English,4.23,14189.0,"March 14, 2023",352.0,867.0,32800.0
247,246,https://www.goodreads.com/book/show/88151671-caught-up,Caught Up,Liz Tomforde,Romance,English,4.43,193849.0,"October 10, 2023",393.0,10800.0,163000.0
248,249,https://www.goodreads.com/book/show/60741794-wandering-souls,Wandering Souls,Cecile Pin,Historical Fiction,English,4.14,13876.0,"March 21, 2023",240.0,437.0,46000.0
249,250,https://www.goodreads.com/book/show/61237032-seven-faceless-saints,Seven Faceless Saints,M.K. Lobb,Fantasy,English,3.49,6305.0,"February 7, 2023",400.0,428.0,30400.0
250,251,https://www.goodreads.com/book/show/63910262-two-twisted-crowns,Two Twisted Crowns,Rachel Gillig,Fantasy,English,4.42,248003.0,"October 17, 2023",437.0,18200.0,208000.0
251,251,https://www.goodreads.com/book/show/61843534-dark-angel,Dark Angel,John Sandford,Mystery,English,4.22,22710.0,"April 11, 2023",416.0,3232.0,3630.0
252,253,https://www.goodreads.com/book/show/60784759-beyond-that-the-sea,"Beyond That, the Sea",Laura Spence-Ash,Historical Fiction,English,4.23,43758.0,"March 21, 2023",351.0,7158.0,76800.0
253,254,https://www.goodreads.com/book/show/60656848-the-princess-and-the-grilled-cheese-sandwich,The Princess and the Grilled Cheese Sandwich,Deya Muniz,Graphic Novels,Unknown,4.39,18324.0,"May 9, 2023",256.0,257.0,26100.0
254,255,https://www.goodreads.com/book/show/122765395-elon-musk,Elon Musk,Walter Isaacson,Biography,English,4.39,54802.0,"September 12, 2023",688.0,14400.0,54100.0
255,256,https://www.goodreads.com/book/show/60913577-the-half-moon,The Half Moon,Mary Beth Keane,Fiction,English,3.4,26229.0,"May 2, 2023",304.0,1451.0,93200.0
256,257,https://www.goodreads.com/book/show/128138997-the-honeymoon-crashers,The Honeymoon Crashers,Christina Lauren,Romance,English,3.57,55914.0,"August 1, 2023",5.0,705.0,53300.0
